62,48780,5.0,1521488751
120,852,2.0,860070141
387,50,4.5,1094876246
399,593,4.5,1167220350
489,2875,2.5,1333830759
68,3825,3.5,1261624264
448,155358,2.0,1481050984
317,69757,3.0,1430598368
600,161,1.0,1237851095
368,1953,3.0,971275527
132,45880,3.0,1163147982
249,55261,3.0,1354106966
312,4128,4.0,1043176096
599,1465,2.0,1519348383
122,858,5.0,1461561142
318,3911,3.5,1346840835
368,1047,3.0,971275863
599,1445,1.0,1519342490
437,371,4.0,859721610
162,381,5.0,836511478
13,597,3.0,987456968
50,1682,2.5,1527370879
166,356,4.0,1190828745
469,3770,3.0,965335463
199,3064,2.0,941295627
35,39,3.0,830939546
380,1552,4.0,1494803555
409,3543,4.0,968978168
166,597,3.5,1190828637
136,44,2.0,832449539
213,4306,4.5,1316196194
583,2059,2.5,1481474552
305,2010,5.0,1516131751
509,78209,1.5,1435996464
495,106782,5.0,1458635479
369,1208,3.0,1237082914
608,3082,4.0,1117490884
590,2022,3.5,1267152088
45,1302,5.0,1091305660
221,965,4.5,1111178184
122,119145,4.5,1461561499
307,1593,2.0,1186172494
304,1265,5.0,891173317
177,78499,5.0,1435524741
352,104211,4.0,1493674949
376,1249,4.0,1364932686
318,144478,4.5,1451218699
586,34332,4.0,1529901615
492,1499,5.0,863977055
580,41569,4.0,1167790038
597,2411,2.0,941640048
603,377,5.0,963177624
591,2396,4.0,970525168
182,474,3.5,1054782094
603,2463,3.0,953927978
495,3949,4.0,1458635499
519,3408,5.0,1518380314
198,3033,3.0,1034135217
603,2001,1.0,953928409
391,1247,4.0,1030944986
362,103688,4.0,1530637644
282,2788,4.5,1378491768
177,72641,4.0,1435525405
610,113348,2.5,1493848016
307,2787,2.0,1186087713
408,6776,4.0,1468361351
58,315,5.0,847718851
590,260,5.0,1258416665
384,2763,3.0,996441074
323,111443,2.5,1422640855
561,3441,4.5,1491095041
509,2087,3.0,1436000114
217,2530,1.0,955941157
305,175303,3.0,1518767976
113,2844,1.0,980307560
111,87529,5.0,1516156030
326,5418,5.0,1436898536
41,1641,2.0,1458939146
160,1627,5.0,971115443
372,280,3.0,874416992
356,64957,3.0,1231028655
226,6523,3.0,1095713043
533,80831,5.0,1424754126
318,6440,3.5,1418496973
474,2502,4.0,1046875430
372,1286,2.0,874415832
434,593,4.0,1270604152
377,19,2.0,1340342704
474,6856,4.0,1064841971
307,4181,2.0,1186260144
489,3949,3.5,1332773402
474,3549,5.0,1004131501
132,6157,3.0,1161799768
610,3481,4.0,1493845036
480,480,5.0,1179162498
216,3671,3.0,975212362
139,33493,2.5,1453924246
318,74789,3.0,1282237624
217,1007,2.0,955944775
606,909,4.0,1171362987
351,3863,2.5,1325977875
287,1197,3.5,1110230018
266,1573,4.0,945670207
274,2160,3.5,1171759124
97,1961,2.0,1043381823
488,2302,3.0,1112381821
198,4146,1.0,1034135389
469,748,4.0,965334591
317,69122,2.0,1430597319
177,71264,3.0,1435836802
328,6333,0.5,1494211081
300,92259,4.0,1425351835
432,49272,4.0,1328232735
356,1222,4.5,1229143535
558,5171,5.0,1035415667
217,3243,1.0,955935615
560,143859,3.5,1469647718
221,296,5.0,1118246719
603,199,5.0,953926672
603,3996,5.0,980732147
367,2018,5.0,997811313
346,7034,4.0,1125857357
280,916,4.0,1348434789
408,56775,4.0,1467361609
610,91077,4.0,1493847293
514,53123,3.0,1533945947
411,265,3.0,835532449
517,3418,1.0,1487953998
520,8796,2.5,1326608866
474,7048,3.5,1070286707
452,2640,4.0,1013395104
318,40278,4.0,1275844846
182,348,4.0,1055151865
152,7361,5.0,1450867691
274,70994,3.5,1261091214
140,30707,4.5,1126295231
115,1379,5.0,944951378
608,7451,3.5,1117502881
73,66097,1.5,1464198516
599,1407,2.5,1498517178
226,4214,4.0,1096422021
438,40819,3.5,1175998446
532,4210,5.0,1025523872
606,1093,4.0,1171230300
219,65,1.0,1198782611
314,728,4.0,835444728
599,4006,2.5,1519327986
434,32,3.5,1270604323
567,57504,3.0,1525287742
610,64030,2.0,1493846945
474,3044,5.0,974668754
89,80549,2.0,1520408562
424,2959,4.5,1457843533
219,6283,3.5,1194686321
362,5349,4.0,1530640272
80,6952,5.0,1377307911
109,18,3.0,841109921
590,4878,3.0,1260490920
474,1177,5.0,979180476
325,407,2.0,1039396015
381,1097,4.0,1164876945
68,56339,3.5,1261085755
414,152970,4.5,1511535970
171,176,5.0,866905925
603,562,4.0,963178259
166,5219,4.0,1190826770
187,2064,4.0,1161849246
495,780,4.5,1458635950
190,81834,5.0,1504310675
275,337,4.0,1049079037
313,3267,3.0,1030476249
387,5255,1.5,1123041843
318,2105,4.0,1342626198
73,91529,5.0,1464282897
423,653,2.0,1155285454
226,3671,5.0,1095663341
474,5077,3.0,1069686150
111,168248,4.0,1516141936
409,2788,3.0,967920079
111,122900,3.0,1518661474
279,33493,3.0,1506395402
234,3977,4.0,1004407518
18,4896,3.5,1456923934
368,1722,3.0,971276156
538,1907,4.0,1307846810
280,2762,4.5,1348435839
587,1101,4.0,953142065
610,3174,4.0,1479544738
376,4896,4.5,1364994696
182,150,2.5,1055157599
103,33794,4.5,1431957328
606,47894,4.0,1179440159
480,39381,4.0,1179163196
48,2081,4.5,1127128745
372,141,4.0,874416092
448,4718,3.0,1178981442
288,27788,3.0,1121718570
89,2936,3.5,1520408335
599,90057,3.0,1498526938
610,3821,3.0,1493845586
275,2289,5.0,1049076455
111,5501,3.5,1516152705
64,8645,4.5,1161530946
438,3898,3.5,1105654302
554,588,5.0,944900147
122,60069,5.0,1461561372
489,55768,2.5,1333831348
152,89864,3.5,1450867872
599,6645,4.0,1498499424
437,1268,4.0,859721840
414,4232,4.0,1005066997
232,594,2.5,1182910233
95,2268,4.0,1043339808
593,1188,5.0,1181007098
474,5618,4.5,1081177323
274,73321,3.5,1285018129
1,1473,4.0,964980875
603,162,5.0,954482046
4,1617,2.0,945079837
599,113849,2.5,1498531304
318,60684,5.0,1321188642
288,3974,3.0,978470524
59,750,5.0,953609857
490,80549,3.0,1328145401
152,89492,4.0,1450867862
307,45662,2.0,1186259929
21,2167,3.5,1441393080
116,858,1.5,1337199795
228,3113,4.0,1363222713
191,213,5.0,829760897
43,102,5.0,848994916
20,3396,5.0,1054038057
202,1147,5.0,975015787
249,3081,3.5,1356277589
474,3462,4.5,1089386468
177,39183,3.0,1435524781
555,2942,3.0,978823527
570,11,3.5,1181477768
368,3316,3.0,971274373
590,2424,3.0,1266472700
297,1249,3.0,900871748
448,1171,4.0,1178980929
301,50,4.5,1211377304
247,1221,4.0,1467644462
222,97921,2.5,1391348117
103,3481,4.5,1440773438
177,2248,4.0,1435534831
555,1290,4.0,978822296
45,2915,4.0,1020802394
606,3655,3.5,1171361462
103,1,4.0,1431954238
565,539,3.0,846533399
498,216,5.0,839197392
414,51935,3.5,1187622175
381,2762,5.0,1200824255
32,761,4.0,856736316
332,6305,3.5,1352672403
290,1198,5.0,975031719
156,919,4.0,941922678
414,72641,3.0,1273976902
311,6333,3.0,1057854417
132,2953,2.0,1157979248
210,4896,4.5,1527266266
414,8873,3.5,1114376721
11,36,4.0,902155135
288,72998,4.0,1262706801
301,736,1.0,1211377767
474,41863,3.5,1150143016
274,60538,3.5,1239123487
94,160,3.0,843406895
373,520,1.0,846830316
567,127298,3.5,1525286237
4,4014,1.0,986849254
233,73017,3.5,1532964931
124,1784,4.0,1336412860
200,1259,4.0,1229886705
610,68205,4.0,1493849734
202,420,1.0,974912096
365,216,3.5,1489796972
111,181065,3.5,1517440756
244,479,2.0,975091915
514,919,4.5,1534051777
517,17,0.5,1487953834
555,1883,1.0,978746413
304,1007,3.0,891173994
387,2728,3.5,1094876693
232,5481,3.5,1218166656
301,1961,4.5,1211377624
226,2134,4.0,1196229385
21,51662,3.5,1452052044
42,1266,3.0,996218222
260,1206,2.0,1109410986
452,1954,4.0,1013394745
354,5956,4.0,1200953065
474,1097,4.0,1137521202
372,111,3.0,874416234
425,736,2.5,1085477359
531,5349,5.0,1032961880
474,26662,4.0,1133730256
600,2642,3.5,1237715897
580,47,5.0,1167791127
105,3751,3.5,1446573657
280,33672,4.5,1348435030
380,31221,2.0,1494267649
328,596,4.0,1494210927
453,2391,3.0,972622737
480,3578,4.5,1179161959
221,5225,4.0,1111178370
610,5673,5.0,1493845252
210,5952,4.0,1527266258
590,2987,3.0,1258420825
272,50872,3.5,1533490672
510,5952,3.0,1141158768
135,1407,4.0,1009691207
380,107723,3.0,1502233002
211,1125,4.0,1350912043
322,1221,1.0,1217676453
608,924,3.0,1147210995
213,1234,4.0,1316197302
57,2921,5.0,965798591
161,1223,5.0,1186073276
599,376,2.5,1498518055
596,5502,2.5,1535708451
499,1924,3.0,1289959992
610,50,4.0,1493844757
597,1959,4.0,941640006
105,88345,4.0,1446573197
432,3793,4.0,1316391657
462,1079,4.0,1154037972
606,36,3.5,1171820699
103,50912,3.5,1477364912
391,3910,3.0,1032390215
83,3462,3.0,1333843530
105,2028,5.0,1448213999
195,2166,3.0,981959870
10,72720,3.5,1455301822
552,1175,4.0,1111473304
274,316,3.5,1171934639
61,7153,4.5,1145532573
432,8588,4.0,1315243675
41,51662,2.0,1459368610
567,104337,1.5,1525289023
184,87483,2.0,1537098758
199,1295,1.5,1094309665
331,6539,3.0,1537157677
455,50,3.0,836436049
256,53121,3.5,1446581064
474,2412,1.5,1060106582
19,293,4.0,965710720
596,51077,3.0,1535712073
414,5425,4.0,1047184588
387,6063,3.5,1176617020
380,97785,3.0,1493421801
608,2995,3.0,1117507097
474,6639,3.5,1087831871
341,94677,4.0,1522174516
279,1196,5.0,1506394237
63,106696,5.0,1443461176
356,63082,4.0,1231987537
274,45431,3.5,1171492307
362,60072,3.5,1530637636
91,3917,4.5,1112712703
599,89085,2.5,1519177870
304,377,3.0,891173554
365,3578,1.5,1488333251
234,2089,4.0,1004409467
211,44665,3.5,1350912949
595,1199,5.0,938806980
474,2089,3.5,1100292279
51,1090,3.0,1230932491
298,5220,0.5,1447599631
168,1207,5.0,1306801608
474,5581,2.0,1046887668
45,2087,4.0,1020802917
47,3969,3.5,1496209586
460,44191,4.0,1359177873
212,6350,4.0,1490203098
239,4993,5.0,1221158212
294,417,5.0,966595639
480,60,2.0,1179159595
603,1409,3.0,963178550
477,1204,4.0,1200940521
219,3300,4.0,1195349316
330,919,4.5,1285905261
462,1245,4.0,1122186466
606,2797,3.0,1175636500
567,142507,2.5,1525287886
226,6298,3.0,1095712971
427,5254,2.5,1053070658
603,1135,3.0,953928066
480,380,2.5,1179177630
445,2571,5.0,1454621708
520,32,3.5,1326608236
