288,4886,4,1198509989
20,4370,3,1054037504
58,555,3,847719035
416,356,2,1187496632
132,8360,3,1157968847
495,5989,5,1458635384
474,25952,4,1201833252
1,4006,4,964982903
205,71462,5,1520118639
160,780,1,971114316
356,6620,2,1229139803
610,1228,5,1479542176
474,40732,4,1180012571
448,102123,4,1401540496
16,541,4,1377477340
593,2336,4,1181007064
606,5943,3,1173047850
125,149902,2,1476224175
607,260,3,963078880
190,1704,4,1504309949
274,8507,3,1171409468
425,3253,3,1085490847
357,150,3,1348610242
448,3257,1,1019124836
305,508,2,1511719318
165,5505,3,1046741616
599,4636,2,1498509947
600,2369,2,1237851661
513,235,4,1159980374
177,25856,3,1435540067
156,1217,5,946799037
15,115149,2,1510572159
391,1219,5,1030945710
339,59315,3,1460186751
298,6754,2,1447598544
177,6287,2,1435526264
368,3257,2,975829889
187,45499,2,1180734813
132,1097,3,1157921390
50,117176,2,1514239207
509,74789,2,1435994307
438,7150,2,1105671931
606,2005,2,1171926686
502,1250,5,1111757276
380,95497,4,1536874349
51,1479,4,1230928786
28,8977,2,1234516433
247,115149,5,1467682319
1,1348,4,964983393
542,4886,3,1163386824
305,148626,3,1511719886
117,266,4,844162970
249,2683,3,1395827260
123,99114,4,1447291764
19,2687,2,965709025
221,33154,4,1119984155
195,4246,5,987397430
274,1345,3,1247504106
249,90430,4,1430483004
96,1220,3,964772847
560,111759,3,1469648012
6,266,3,845553457
385,383,2,834692155
346,1339,2,1094645801
201,1580,4,939821323
489,2174,4,1332772908
305,120799,2,1460134932
425,782,4,1114173387
606,2181,4,1171324732
73,138036,2,1464196603
480,653,2,1179178481
225,424,1,949111013
274,7373,3,1171511635
450,3510,5,974705093
474,3949,4,1087831561
482,2068,0,1105396123
184,179401,2,1537109900
313,4128,4,1030475679
401,1580,2,1514347123
448,92439,2,1351539673
103,1566,4,1431969305
495,4643,4,1458636416
22,39183,2,1268726935
115,2002,3,944950739
284,377,5,832699616
332,608,4,1352671960
78,480,4,1252574995
288,3998,3,1016470187
567,70015,1,1525288641
381,52975,4,1187320040
51,236,5,1230929830
561,54503,3,1491092180
376,1265,4,1364933800
405,25771,4,1295911620
368,678,4,971275320
558,4306,5,1035416189
155,2628,5,961889079
448,4915,2,1019124822
333,3755,3,965671624
270,32,4,853918727
168,3730,4,1306806629
474,4835,4,1087832123
28,529,3,1234571468
198,3156,3,1034138079
140,44709,4,1166645423
47,3408,3,1496209899
525,5064,4,1476476910
113,4063,4,980051499
221,2469,4,1111177992
610,56336,4,1493848609
545,2605,5,1240358470
414,8880,4,1095631931
294,711,2,966634003
474,922,4,1055439689
514,74458,4,1533872690
339,4370,5,1460185201
199,2391,3,1060288828
78,1036,5,1252574711
100,5620,5,1100186982
404,272,3,838376221
282,858,5,1378489615
307,5443,1,1189607373
211,2105,3,1350912431
232,69406,3,1269465590
474,2194,4,1135958420
599,88744,3,1498527509
50,5816,2,1514238291
274,6373,2,1173041098
298,48780,2,1447518039
482,6810,1,1105396773
57,3066,5,965799571
173,500,4,843397993
525,1036,4,1476475914
177,260,2,1435524019
8,377,4,839463644
555,1665,3,978747500
425,2353,3,1085490697
583,46578,3,1481474181
80,2763,4,1377306356
129,5378,3,1167375484
182,1517,2,1054779587
209,57669,4,1524606499
294,10,3,966634030
28,3156,2,1277002264
427,5810,3,1053069816
141,3114,4,1513130145
41,86781,4,1459367523
610,2791,3,1493850258
91,5445,3,1112712361
599,412,3,1519125267
354,48385,3,1200870263
525,2100,4,1476480786
6,273,3,845553875
525,2018,1,1476480396
464,4022,5,1287400404
599,8910,2,1519126381
151,75,3,855948083
438,7153,4,1105664174
47,6155,3,1496205365
227,59315,4,1447210146
357,1022,4,1348627557
423,4995,3,1155285591
181,122,3,845470529
474,3052,4,1007320487
43,434,5,848993718
554,1220,1,944900238
51,60074,5,1230931645
477,5265,3,1200946997
552,3148,4,1111473159
587,2324,5,953137813
284,349,3,832695146
411,593,5,835532100
111,8641,4,1516141070
79,1220,5,975281545
90,1073,4,856354037
598,110771,2,1430616788
534,67923,4,1459787997
361,1200,3,1204048158
139,3744,1,1453924789
477,3751,4,1200940240
307,1967,4,1187191575
143,87232,4,1444769136
91,2598,3,1112716738
342,3863,4,1042821962
57,2921,5,965798591
215,1347,0,1260905513
282,4873,4,1378498454
380,3633,4,1502233086
469,36,3,965846167
599,3113,1,1498503839
489,3481,3,1332773219
307,5010,3,1192300722
460,76093,4,1359178233
387,48043,4,1179467360
564,2706,4,1478452404
