169,2,4.0,1078284713
470,39,3.0,849075682
417,1193,4.5,1532134177
232,761,2.5,1218169518
567,65802,0.5,1525290703
241,6016,3.5,1447537098
168,3462,4.0,1306801950
368,1129,3.0,971275771
387,3671,4.0,1094876428
57,1726,2.0,972175871
47,88810,3.5,1496206700
414,38038,3.5,1157472115
167,1215,5.0,1154721694
57,417,2.0,965797175
234,3479,3.0,1004408972
592,367,4.0,837350111
202,2858,4.0,974912414
477,3897,4.0,1200940189
432,8644,4.0,1335139975
385,1012,3.0,842892242
561,3033,4.5,1491092118
474,2106,3.0,1002929032
18,8361,3.0,1455231973
380,6754,4.0,1494267365
483,6863,4.0,1215542995
68,1515,3.0,1269123535
561,8361,3.0,1491091748
145,434,3.0,832105242
325,969,5.0,1039397599
332,2291,3.0,1352673221
282,3174,4.0,1514069510
66,2918,4.0,1093747390
343,4878,4.5,1202061387
318,1111,5.0,1272912481
74,39292,4.5,1207500229
232,1499,2.0,1218170716
113,2978,3.0,980051660
365,92420,0.5,1488594755
266,2105,4.0,945670415
111,45501,3.5,1516151383
409,2779,3.0,967920162
599,158,1.0,1519124223
153,142488,3.5,1525549599
331,106782,3.5,1537157929
448,1035,4.0,1019140874
174,10,3.0,848486985
474,2178,3.0,1048709126
554,2657,2.0,944900580
91,2784,3.0,1112712664
448,1193,5.0,1019123928
313,1394,5.0,1030557418
573,5218,4.0,1186590168
489,153,3.0,1334169992
357,6942,4.5,1348610655
474,1882,2.0,1046881363
36,3861,2.0,1100803848
179,318,5.0,840907462
368,1222,4.0,971274692
376,1371,3.5,1364932651
182,3438,3.0,1055150848
318,2495,4.5,1414922320
600,203,3.0,1237760010
137,1193,4.0,1204863618
448,32,2.0,1019132949
112,1198,5.0,1442535778
318,64716,3.5,1419695018
577,1127,3.0,945967219
98,1214,4.5,1532457890
288,5954,3.0,1074527804
273,410,4.0,835860781
19,3316,2.0,965703425
220,480,5.0,1230055651
184,193573,4.0,1537099811
57,761,2.0,969754038
590,3836,3.5,1264193749
305,161131,3.5,1535145839
603,2531,4.0,963177159
391,480,2.0,1030824455
266,17,1.0,944980787
1,1090,4.0,964984018
608,2542,4.0,1117162447
56,39,4.0,835799274
10,71579,5.0,1455301869
607,4015,1.0,997847387
298,111364,2.0,1450441481
452,2947,4.0,1013394784
599,173873,2.0,1519343484
525,339,3.5,1476476651
167,2054,3.0,1154718763
307,1326,0.5,1186084967
288,3688,1.0,975692782
290,2682,4.0,974938193
474,1197,4.5,1087832016
576,849,1.5,1358151491
68,3981,2.5,1269122295
597,2088,2.0,941641472
542,5266,3.0,1163387955
57,3494,5.0,965798591
489,78174,0.5,1333833294
489,3825,1.5,1333233752
89,128944,3.5,1520408966
275,905,3.0,1049079216
608,2384,3.5,1117490937
607,2253,3.0,963080497
64,4980,4.0,1161566646
555,2000,5.0,978821009
28,64957,4.5,1234341141
562,64969,4.0,1368896716
318,45666,3.5,1325870115
325,2268,3.0,1039396675
66,2146,4.5,1113188460
100,62,4.0,1100185952
498,454,5.0,839197341
534,4993,4.0,1459787998
129,1136,3.5,1167375403
156,8614,3.5,1106881351
204,83601,0.5,1327182716
288,4041,3.0,979163988
28,53972,2.5,1242032400
562,70336,3.5,1368896353
534,8972,3.5,1459787995
414,115828,4.5,1485656979
165,5466,5.0,1046741411
436,432,3.0,833529660
